テーマＩＤ,問題ＩＤ,,タイトル,問題本文,解説,解答１,解答２,解答３,解答４,解答５,解答６,解答７,解答８,解答９,解答１０
10,21,,発電所の監視制御方式（7）,*燃料電池発電所*を*随時巡回方式*により施設する場合、*発電所出力*{1},電技解釈第47条（常時監視をしない発電所の施設）より,に制限はない/は1\000kW未満#であること/は5\000kW未満#であること/は500kW未満#であること,,,,,,,,,
10,22,,発電所の監視制御方式（8）,*ガスタービン発電所*を*随時巡回方式*により施設する場合、*発電所出力*{1},電技解釈第47条（常時監視をしない発電所の施設）より,は10\000kW未満#であること/に制限はない/は3\000kW未満#であること/は500kW未満#であること,,,,,,,,,
10,23,,変電所の監視制御方式（1）,*技術員*が*必要に応じて**変電所*へ出向いて、*変電所*の*監視*及び*機器*の*操作*を行う*監視方式*を何という？,電技解釈48条（常時監視をしない変電所の施設）より,簡易#監視制御方式/断続#監視制御方式/遠隔断続#監視制御方式/遠隔常時#監視制御方式,,,,,,,,,
10,24,,変電所の監視制御方式（2）,「*簡易監視制御方式*」は{1}*変電所*へ出向いて、*変電所*の*監視*及び*機器*の*操作*を行うものであること。,電技解釈48条（常時監視をしない変電所の施設）より,技術員が#必要に応じて/技術員が#定期的に/主任技術者が#必要に応じて/主任技術者が#定期的に,,,,,,,,,
10,25,,変電所の監視制御方式（3）,*技術員*が当該*変電所*又はこれから*300m以内*にある*技術員駐在所*に*常時駐在*し、*断続的*に*変電所*へ出向いて*変電所*の*監視*及び*機器*の*操作*を行う*監視方式*を何という？,電技解釈48条（常時監視をしない変電所の施設）より,断続#監視制御方式/簡易#監視制御方式/遠隔断続#監視制御方式/遠隔常時#監視制御方式,,,,,,,,,
10,26,,変電所の監視制御方式（4）,「*断続監視制御方式*」は、*技術員*が*当該変電所*又はこれから{1}にある*技術員駐在所*に*常時駐在*し、*断続的*に{2}へ出向いて*変電所*の*監視*及び*機器*の*操作*を行うものであること。,電技解釈48条（常時監視をしない変電所の施設）より,300m以内/1km以内/100m以内/3km以内,変電所/変電制御所,,,,,,,,
10,27,,変電所の監視制御方式（5）,*技術員*が*変電制御所*又はこれから*300m以内*にある*技術員駐在所*に*常時駐在*し、*断続的*に*変電制御所*へ出向いて*変電所*の*監視*及び*機器*の*操作*を行う*監視方式*を何という？,電技解釈48条（常時監視をしない変電所の施設）より!*変電制御所*とは、*当該変電所*を*遠隔監視制御する場所*をいう。,遠隔断続#監視制御方式/断続#監視制御方式/簡易#監視制御方式/遠隔常時#監視制御方式,,,,,,,,,
10,28,,変電所の監視制御方式（6）,「*遠隔断続監視制御方式*」は、*技術員*が*変電制御所*又はこれから{1}にある*技術員駐在所*に*常時駐在*し、*断続的*に{2}へ出向いて*変電所*の*監視*及び*機器*の*操作*を行うものであること。,電技解釈48条（常時監視をしない変電所の施設）より!*変電制御所*とは、*当該変電所*を*遠隔監視制御する場所*をいう。,300m以内/1km以内/100m以内/3km以内,変電制御所/変電所,,,,,,,,
10,29,,変電所の監視制御方式（7）,*技術員*が*変電制御所*に*常時駐在*し、*変電所*の*監視*及び*機器*の*操作*を行う*監視方式*を何という？,電技解釈48条（常時監視をしない変電所の施設）より!*変電制御所*とは、*当該変電所*を*遠隔監視制御する場所*をいう。,遠隔常時#監視制御方式/遠隔断続#監視制御方式/断続#監視制御方式/簡易#監視制御方式,,,,,,,,,
10,30,,変電所の監視制御方式（8）,「*遠隔常時監視制御方式*」は、*技術員*が{1}に*常時駐在*し、*変電所*の*監視*及び*機器*の*操作*を行うものであること。,電技解釈48条（常時監視をしない変電所の施設）より!*変電制御所*とは、*当該変電所*を*遠隔監視制御する場所*をいう。,変電制御所/変電所/技術員駐在所,,,,,,,,,
10,31,,変電所の監視制御方式（9）,*使用電圧*が{1}の*当該変電所*等において*常時監視*をしない*変電所*は、次の*監視方式*が適用できる。!①*簡易監視制御方式*!②*断続監視制御方式*!③*遠隔断続監視制御方式*!④*遠隔常時監視制御方式*,電技解釈第48条（常時監視をしない変電所の施設）より,10万V以下/10万Vを超え#17万V以下/5万Vを超え#17万V以下/5万V以下,,,,,,,,,
10,32,,変電所の監視制御方式（10）,*使用電圧*が{1}の*当該変電所*等において*常時監視*をしない*変電所*は、次の*監視方式*が適用できる。!①*断続監視制御方式*!②*遠隔断続監視制御方式*!③*遠隔常時監視制御方式*,電技解釈第48条（常時監視をしない変電所の施設）より!*使用電圧*が*10万V*を超える場合は*簡易監視制御方式*を*監視方式*として採用できない。,10万Vを超え#17万V以下/10万Vを超え#30万V以下/5万Vを超え#17万V以下/5万Vを超え#30万V以下,,,,,,,,,
10,33,,変電所の監視制御方式（11）,*使用電圧*が*17万V超過*の*当該変電所*等において*常時監視*をしない*変電所*の*監視方式*は{1}によること。,電技解釈第48条（常時監視をしない変電所の施設）より,遠隔常時#監視制御方式/断続#監視制御方式/遠隔断続#監視制御方式/簡易#監視制御方式,,,,,,,,,
10,34,,変電所の警報装置（1）,*常時監視をしない変電所*において、*運転操作*に必要な*{1}器*が*自動的*に{1}した場合は*監視制御方式*に応じ、規定する場所等へ*警報*する装置を施設すること。!ただし、*{1}器*が{2}した場合を*除く*。,電技解釈第48条（常時監視をしない変電所の施設）より,遮断/開閉/断路,自動的に再閉路/高速度で動作/誤動作,,,,,,,,
10,35,,変電所の警報装置（2）,*常時監視をしない変電所*において、*主要変圧器*の*電源側電路*{1}場合は*監視制御方式*に応じ、規定する場所等へ*警報*する装置を施設すること。,電技解釈第48条（常時監視をしない変電所の施設）より,が無電圧#になった/の電圧が#急変した/の電圧が#安定しない,,,,,,,,,
10,36,,変電所の警報装置（3）,*常時監視をしない変電所*において{1}が著しく*低下*した場合は*監視制御方式*に応じ、規定する場所等へ*警報*する装置を施設すること。,電技解釈第48条（常時監視をしない変電所の施設）より,制御回路の電圧/負荷電流/受電点の電圧/電力,,,,,,,,,
10,37,,変電所の警報装置（4）,*常時監視をしない変電所*において{1}にあっては、*火災が発生*した場合は*監視制御方式*に応じ、規定する場所等へ*警報*する装置を施設すること。,電技解釈第48条（常時監視をしない変電所の施設）より,全屋外式変電所#以外の変電所/全屋外式変電所/屋内式変電所/屋内式変電所#以外の変電所,,,,,,,,,
10,38,,変電所の警報装置（5）,*常時監視をしない変電所*において{1}を*超える**特別高圧用変圧器*にあっては、その*温度*が*著しく上昇*した場合は*監視制御方式*に応じ、規定する場所等へ*警報*する装置を施設すること。,電技解釈第48条（常時監視をしない変電所の施設）より,容量3¥000kVA/容量5¥000kVA/電圧10\000V/容量10\000kVA,,,,,,,,,
10,39,,変電所の警報装置（6）,*常時監視をしない変電所*において{1}の*特別高圧用変圧器*にあっては、その*冷却装置*が*故障*した場合は*監視制御方式*に応じ、規定する場所等へ*警報*する装置を施設すること。,電技解釈第48条（常時監視をしない変電所の施設）より,他冷式/自冷式,,,,,,,,,
10,40,,変電所の警報装置（7）,*常時監視をしない変電所*において、*ガス絶縁機器*の{1}が*著しく{2}*した場合は*監視制御方式*に応じ、規定する場所等へ*警報*する装置を施設すること。,電技解釈第48条（常時監視をしない変電所の施設）より,絶縁ガスの圧力/温度,低下/上昇,,,,,,,,
10,41,,特別高圧架空電線路の供給支障防止（1）,*使用電圧*が{1}の*特別高圧架空電線路*は、*市街地*その他*人家の密集する地域*に*施設してはならない*!ただし、当該地域からの*火災*による*当該電線路*の*損壊*によって*一般送配電事業*に係る*電気の供給*に*著しい支障*を及ぼすおそれがないように施設する場合は、この限りでない。,電技省令第48条（特別高圧架空電線路の供給支障の防止）より,17万V以上/10万V以上/5万V以上/3万V以上,,,,,,,,,
10,42,,特別高圧架空電線路の供給支障防止（2）,*使用電圧*が*17万V以上*の*特別高圧架空電線*と*建造物*との*水平距離*は、*当該建造物*からの*火災*による*当該電線*の*損壊*等によって*一般送配電事業*に係る*電気の供給*に*著しい支障*を及ぼすおそれがないよう{1}としなければならない。,電技省令第48条（特別高圧架空電線路の供給支障の防止）より,3m以上/5m以上/7m以上/1m以上,,,,,,,,,
10,43,,特別高圧架空電線路の供給支障防止（3）,*使用電圧*が*17万V以上*の*特別高圧架空電線*が、*建造物*、*道路*、*歩道橋*その他の工作物の*下方*に施設されるときの*相互*の*水平離隔距離*は、*当該工作物*の*倒壊*等による*当該電線*の*損壊*によって*一般送配電事業*に係る*電気の供給*に*著しい支障*を及ぼすおそれがないよう{1}としなければならない。,電技省令第48条（特別高圧架空電線路の供給支障の防止）より,3m以上/5m以上/7m以上/1m以上,,,,,,,,,
